sign_id,method,k_used,seed,est_lat,est_lon,gt_lat,gt_lon,err_m,hit_1m,hit_2m,n_outliers_detected,outlier_idx,outlier_frames,residual_norm,n_iter,assumed_s,fallback_triggered,runtime_ms
146,l1_sor,7,0,48.98614169996683,8.398436583044738,48.98612322601668,8.398431011423698,2.094559716150355,0,0,0,,,1.225281,2,,0,0.162
147,l1_sor,8,0,48.98444639185427,8.397855692961258,48.98444792636873,8.39784437876048,0.8455382817484584,1,1,0,,,2.525507,2,,0,0.395
148,l1_sor,11,0,48.98444062667961,8.398566346456784,48.98444441570919,8.39857526234498,0.7768123575150968,1,1,0,,,2.71952,2,,0,0.229
149,l1_sor,6,0,48.984425075961454,8.398565875690089,48.98443123440828,8.398582472576406,1.394561620778019,0,1,0,,,,199,,1,0.9157
150,l1_sor,4,0,48.9843693604108,8.398542087126826,48.984358937316586,8.39851519414505,2.2843624717796196,0,0,0,,,,199,,1,0.9087
151,l1_sor,8,0,48.98434978462636,8.3985146478602,48.984343359532794,8.398514767705981,0.7145848679208505,1,1,1,0,2011_09_30_drive_0028_0000002968,3.077704,7,,0,0.9625
153,l1_sor,10,0,48.98331914306265,8.399125824710927,48.98332027368333,8.399125014307177,0.1390256850657745,1,1,0,,,2.591641,2,,0,0.2699
154,l1_sor,5,0,48.98342136921134,8.399997718796634,48.98339748223166,8.40008367417303,6.829419190723379,0,0,0,,,,24,,1,0.1198
156,l1_sor,10,0,48.983481161345914,8.40086096656065,48.98348597564077,8.40081123495394,3.679316286609009,0,0,0,,,2.119769,2,,0,0.5051
157,l1_sor,10,0,48.983557455447496,8.400895796394387,48.983563439532645,8.400899381568639,0.7153577408442091,1,1,0,,,1.439212,2,,0,0.2305
158,l1_sor,5,0,48.98351893719847,8.401757467425778,48.98343167588393,8.401846054649848,11.671259189024664,0,0,0,,,,35,,1,0.1716
159,l1_sor,8,0,48.98372189933088,8.402891313096516,48.98371981239134,8.402891842038814,0.23529446058473122,1,1,0,,,1.259188,2,,0,0.9085
160,l1_sor,6,0,48.98372240391552,8.402895571875849,48.983719397332024,8.402894078753715,0.35176866891188,1,1,0,,,,199,,1,0.8714
163,l1_sor,4,0,48.98222537201582,8.398480715026196,48.9822625568543,8.398580249188166,8.377463314348017,0,0,0,,,,199,,1,0.8699
164,l1_sor,4,0,48.982226744437696,8.398480654186791,48.982261106301884,8.398576686195657,8.000894559933014,0,0,0,,,,199,,1,0.89
165,l1_sor,5,0,48.98244571506887,8.40035880899324,48.98245039460454,8.400364268246776,0.6561310669703682,1,1,0,,,,37,,1,0.18
166,l1_sor,5,0,48.98247411323555,8.401162464551774,48.982468621721836,8.40115734623201,0.7164672639363603,1,1,0,,,,33,,1,0.1538
168,l1_sor,4,0,48.982614775416046,8.401894928946085,48.98261792947629,8.401897744058669,0.40680891789472984,1,1,0,,,,199,,1,0.8984
169,l1_sor,7,0,48.9826071332658,8.402143053595045,48.98260508402506,8.402140678431367,0.2866387786623582,1,1,0,,,1.849894,2,,0,0.1608
170,l1_sor,7,0,48.982606375633644,8.402136400956516,48.982603824956776,8.40213349396468,0.35459772070408074,1,1,0,,,1.078464,2,,0,0.2122
171,l1_sor,5,0,48.983066966975144,8.402014512278523,48.983078816133165,8.402019361557091,1.3647062164934678,0,1,0,,,,81,,1,0.3826
172,l1_sor,7,0,48.98363614521514,8.40169882623106,48.9836311307027,8.401682525350475,1.3170442978193402,0,1,2,0|3,2011_09_30_drive_0028_0000004950|2011_09_30_drive_0028_0000004953,3.95319,9,,0,0.1381
173,l1_sor,12,0,48.98371978063038,8.401756878847257,48.98366211857733,8.401801045197546,7.181356258451391,0,0,0,,,3.520883,2,,0,0.1737
174,l1_sor,7,0,48.9835594313073,8.401907797098593,48.98356159518731,8.401918368835496,0.8103625781877802,1,1,0,,,1.783613,2,,0,0.1632
175,l1_sor,10,0,48.98457493236636,8.401662040250839,48.98446901651112,8.401670468741413,11.794987296939029,0,0,1,0,2011_09_30_drive_0028_0000005039,3.790934,6,,0,0.2215
176,l1_sor,4,0,48.97191294276045,8.479517970757179,48.97191881326706,8.479509768870228,0.8870174370893443,1,1,0,,,,55,,1,0.2626
177,l1_sor,8,0,48.96999530919682,8.479893795503118,48.96998993035151,8.479888093927556,0.7294353531412308,1,1,0,,,1.994725,2,,0,0.6283
178,l1_sor,11,0,48.96992861934789,8.480053774706448,48.96994287359756,8.480025385153452,2.6140579860762205,0,0,0,,,3.284206,2,,0,0.2371
183,l1_sor,13,0,48.97186641074565,8.475651845386368,48.97186251338444,8.47565591224496,0.5258404693632464,1,1,1,1,2011_09_30_drive_0033_0000001461,3.400659,5,,0,0.1062
184,l1_sor,5,0,48.97200643124342,8.475658799754042,48.97202877228772,8.475661292877858,2.4912253709069665,0,0,0,,,,29,,1,0.1632
185,l1_sor,9,0,48.97225545955803,8.47556438527183,48.972161995644996,8.47559168752206,10.584501726793084,0,0,1,0,2011_09_30_drive_0033_0000001488,2.874751,6,,0,0.2351
186,l1_sor,11,0,48.97227135581182,8.478574806420825,48.97227458286877,8.478554437418476,1.5338385734233744,0,1,0,,,2.802213,2,,0,0.1763
187,l1_sor,5,0,48.971906389955265,8.47811191151917,48.97190429315055,8.478113055145656,0.2477603278455456,1,1,0,,,,17,,1,0.0888
189,l1_sor,10,0,48.96892155467086,8.478510077738099,48.96891778625865,8.478513992916096,0.5077429273228893,1,1,0,,,1.366625,2,,0,0.5561
190,l1_sor,9,0,48.96891674860852,8.47850655594801,48.96891402102997,8.478509707849677,0.38113859925811616,1,1,0,,,1.381547,2,,0,0.2758
191,l1_sor,8,0,48.96891135499652,8.478439314609266,48.96890823401096,8.478419777953741,1.4719280363174174,0,1,0,,,1.148012,2,,0,0.8887
192,l1_sor,5,0,48.96862115422047,8.478427852811755,48.96862317463902,8.478412237827733,1.1651635896695505,0,1,0,,,,8,,1,0.0458
193,l1_sor,5,0,48.96862074642674,8.478427353113942,48.96861350094028,8.478409773935644,1.5185199731887211,0,1,0,,,,9,,1,0.0484
195,l1_sor,6,0,48.96826033881154,8.478495489194692,48.96825635076422,8.478529760793164,2.5481998921199236,0,0,0,,,,199,,1,0.8829
196,l1_sor,4,0,48.96827432796024,8.478359581212603,48.968273316322424,8.478353315592653,0.4723512433644046,1,1,0,,,,199,,1,0.908
197,l1_sor,6,0,48.96648909725019,8.477628839710583,48.966552512253564,8.477671257015073,7.705936963510064,0,0,0,,,,199,,1,0.9158
198,l1_sor,6,0,48.96662990253556,8.477405156529056,48.966649261133185,8.47741498622875,2.2699765034614523,0,0,0,,,,199,,1,0.9113
199,l1_sor,4,0,48.96685026605491,8.477292789837536,48.96685382675557,8.477295784234368,0.452628845931965,1,1,0,,,,106,,1,0.4878
200,l1_sor,11,0,48.98330755019343,8.390802077237835,48.983323206720485,8.390773311637187,2.7321943637841803,0,0,2,3|9,2011_10_03_drive_0027_0000000082|2011_10_03_drive_0027_0000000088,4.366147,9,,0,0.2868
201,l1_sor,11,0,48.98331861925638,8.390804711508377,48.983333215954715,8.390785216023506,2.1613394249780207,0,0,0,,,2.233309,2,,0,0.3518
202,l1_sor,20,0,48.983288226771,8.391008751304906,48.98328680453884,8.391026878956199,1.3362700269696726,0,1,4,0|1|3|14,2011_10_03_drive_0027_0000000078|2011_10_03_drive_0027_0000000079|2011_10_03_drive_0027_0000000082|2011_10_03_drive_0027_0000000093,6.343193,9,,0,0.888
204,l1_sor,16,0,48.984192097255324,8.392825307595126,48.98419231939021,8.39281942483492,0.4312963771818013,1,1,1,0,2011_10_03_drive_0027_0000000392,3.737179,6,,0,0.3569
205,l1_sor,17,0,48.984411233289244,8.391973193010891,48.98441262119869,8.39196607164925,0.5436177530349189,1,1,8,0|1|2|3|5|7|8|11,2011_10_03_drive_0027_0000000494|2011_10_03_drive_0027_0000000496|2011_10_03_drive_0027_0000000498|2011_10_03_drive_0027_0000000499|2011_10_03_drive_0027_0000000501|2011_10_03_drive_0027_0000000503|2011_10_03_drive_0027_0000000504|2011_10_03_drive_0027_0000000507,6.676632,18,,0,0.3943
206,l1_sor,23,0,48.98446726340989,8.391994444742263,48.9844645945549,8.392009987161641,1.175700371344158,0,1,9,1|4|5|6|7|19|20|21|22,2011_10_03_drive_0027_0000000496|2011_10_03_drive_0027_0000000500|2011_10_03_drive_0027_0000000501|2011_10_03_drive_0027_0000000502|2011_10_03_drive_0027_0000000503|2011_10_03_drive_0027_0000000515|2011_10_03_drive_0027_0000000516|2011_10_03_drive_0027_0000000517|2011_10_03_drive_0027_0000000518,8.009121,14,,0,0.4231
207,l1_sor,28,0,48.984569017083764,8.391713302673079,48.98454122585879,8.391790109952854,6.4154072539361655,0,0,18,0|1|2|3|5|7|8|13|14|15|17|19|20|21|22|23|25|26,2011_10_03_drive_0027_0000000501|2011_10_03_drive_0027_0000000502|2011_10_03_drive_0027_0000000503|2011_10_03_drive_0027_0000000504|2011_10_03_drive_0027_0000000506|2011_10_03_drive_0027_0000000508|2011_10_03_drive_0027_0000000509|2011_10_03_drive_0027_0000000514|2011_10_03_drive_0027_0000000515|2011_10_03_drive_0027_0000000516|2011_10_03_drive_0027_0000000518|2011_10_03_drive_0027_0000000520|2011_10_03_drive_0027_0000000521|2011_10_03_drive_0027_0000000522|2011_10_03_drive_0027_0000000523|2011_10_03_drive_0027_0000000524|2011_10_03_drive_0027_0000000526|2011_10_03_drive_0027_0000000527,8.985003,26,,0,0.5805
208,l1_sor,7,0,48.98539015885183,8.392679513590751,48.98537725544665,8.392673715939354,1.4964094603796474,0,1,3,0|1|6,2011_10_03_drive_0027_0000000694|2011_10_03_drive_0027_0000000695|2011_10_03_drive_0027_0000000700,3.813353,12,,0,0.3817
209,l1_sor,11,0,48.98559493279353,8.392600379212215,48.98561617858674,8.392572489308368,3.122432775349401,0,0,0,,,3.253481,2,,0,0.1021
210,l1_sor,18,0,48.98594492334037,8.391707725895266,48.98596194981985,8.391698605125454,2.007738649117188,0,0,0,,,3.874166,2,,0,0.2146
211,l1_sor,12,0,48.985855666686746,8.391653220244883,48.98584107062257,8.391615691949978,3.1905646694274883,0,0,0,,,3.07032,2,,0,0.2933
213,l1_sor,15,0,48.98512713234562,8.389786663497008,48.985131373674136,8.389783108758179,0.538677832402465,1,1,3,0|1|13,2011_10_03_drive_0027_0000001089|2011_10_03_drive_0027_0000001090|2011_10_03_drive_0027_0000001102,5.638215,8,,0,0.3518
214,l1_sor,10,0,48.985116289074746,8.3897230556747,48.985112618584935,8.389664657009638,4.293854689718428,0,0,6,0|1|2|6|7|9,2011_10_03_drive_0027_0000001094|2011_10_03_drive_0027_0000001095|2011_10_03_drive_0027_0000001096|2011_10_03_drive_0027_0000001100|2011_10_03_drive_0027_0000001101|2011_10_03_drive_0027_0000001103,5.479859,21,,0,1.0173
215,l1_sor,7,0,48.984795373303726,8.390295699045295,48.98477570430932,8.390299740795824,2.2072921967535657,0,0,1,0,2011_10_03_drive_0027_0000001175,3.29288,7,,0,0.1703
216,l1_sor,15,0,48.984715303150054,8.390462192035475,48.984733344686454,8.390415688789837,3.9511040271841913,0,0,4,0|1|2|8,2011_10_03_drive_0027_0000001180|2011_10_03_drive_0027_0000001181|2011_10_03_drive_0027_0000001182|2011_10_03_drive_0027_0000001188,6.08709,10,,0,0.2874
217,l1_sor,4,0,48.984837563558834,8.390770862410365,48.984853047327206,8.39075199353325,2.2073710530839095,0,0,0,,,,199,,1,1.0871
218,l1_sor,9,0,48.98484403710942,8.390928521572974,48.98484227295914,8.390938472405844,0.754301984263045,1,1,0,,,1.610824,2,,0,0.4218
219,l1_sor,15,0,48.98457275783702,8.391772312277414,48.98457058504026,8.391763451151109,0.6921343016861934,1,1,5,5|6|10|11|12,2011_10_03_drive_0027_0000001349|2011_10_03_drive_0027_0000001350|2011_10_03_drive_0027_0000001354|2011_10_03_drive_0027_0000001355|2011_10_03_drive_0027_0000001356,5.63788,12,,0,0.5357
220,l1_sor,15,0,48.98452107814151,8.391723554432277,48.98451448553811,8.39172277485623,0.7353768379833819,1,1,4,2|3|4|11,2011_10_03_drive_0027_0000001346|2011_10_03_drive_0027_0000001347|2011_10_03_drive_0027_0000001348|2011_10_03_drive_0027_0000001355,5.658261,12,,0,0.4338
221,l1_sor,20,0,48.984430002005936,8.39199065633423,48.9844435565812,8.39194389441013,3.739953956556051,0,0,14,0|1|2|4|5|6|7|8|10|11|14|15|17|19,2011_10_03_drive_0027_0000001347|2011_10_03_drive_0027_0000001348|2011_10_03_drive_0027_0000001349|2011_10_03_drive_0027_0000001351|2011_10_03_drive_0027_0000001352|2011_10_03_drive_0027_0000001353|2011_10_03_drive_0027_0000001354|2011_10_03_drive_0027_0000001355|2011_10_03_drive_0027_0000001357|2011_10_03_drive_0027_0000001358|2011_10_03_drive_0027_0000001361|2011_10_03_drive_0027_0000001362|2011_10_03_drive_0027_0000001364|2011_10_03_drive_0027_0000001366,7.902226,36,,0,2.4838
222,l1_sor,12,0,48.98331320926973,8.390891057186442,48.983351119165825,8.390923791621438,4.8492389746378075,0,0,10,0|1|2|3|4|5|8|9|10|11,2011_10_03_drive_0027_0000001526|2011_10_03_drive_0027_0000001527|2011_10_03_drive_0027_0000001528|2011_10_03_drive_0027_0000001529|2011_10_03_drive_0027_0000001530|2011_10_03_drive_0027_0000001531|2011_10_03_drive_0027_0000001534|2011_10_03_drive_0027_0000001535|2011_10_03_drive_0027_0000001536|2011_10_03_drive_0027_0000001537,6.374439,61,,0,3.2404
223,l1_sor,12,0,48.983240561988794,8.391021255775923,48.983225801011194,8.391035876284054,1.9595860115193606,0,1,0,,,3.489288,2,,0,1.5875
224,l1_sor,12,0,48.983234420292284,8.391014620515142,48.98321674687682,8.391023753208364,2.0760201678232946,0,0,0,,,1.86056,2,,0,0.1258
225,l1_sor,9,0,48.9832853739828,8.390790905736607,48.98329939739868,8.390777472188791,1.8436383965090941,0,1,1,3,2011_10_03_drive_0027_0000001532,3.633407,7,,0,0.2683
226,l1_sor,9,0,48.98336341040321,8.390863171311288,48.98337353402185,8.390840755363016,1.9898785984009086,0,1,5,0|1|2|5|8,2011_10_03_drive_0027_0000001529|2011_10_03_drive_0027_0000001530|2011_10_03_drive_0027_0000001531|2011_10_03_drive_0027_0000001534|2011_10_03_drive_0027_0000001537,5.24855,23,,0,0.4681
229,l1_sor,16,0,48.98326634610217,8.394090735074624,48.98326409797191,8.394106220676512,1.1607340599222633,0,1,1,4,2011_10_03_drive_0027_0000002226,3.901592,6,,0,0.2377
232,l1_sor,12,0,48.983881849549725,8.392879748527871,48.98388223874977,8.392886187476082,0.47328469296171755,1,1,3,0|1|11,2011_10_03_drive_0027_0000002397|2011_10_03_drive_0027_0000002399|2011_10_03_drive_0027_0000002409,4.021652,10,,0,0.333
233,l1_sor,10,0,48.984184657876035,8.392827823019362,48.984190173927054,8.39282227363986,0.7357257395529183,1,1,1,8,2011_10_03_drive_0027_0000002460,3.864415,7,,0,0.1286
235,l1_sor,14,0,48.98578563366436,8.394250192834454,48.98579359601027,8.394292572420285,3.2257869907054566,0,0,0,,,3.078829,2,,0,0.2231
236,l1_sor,8,0,48.98484800535441,8.39463439816282,48.984844572427704,8.394624797216466,0.7997392931107148,1,1,0,,,0.900123,2,,0,0.2106
237,l1_sor,6,0,48.983673930043956,8.393516749908613,48.98368675653624,8.39351629536858,1.4268147410711747,0,1,0,,,,199,,1,0.9997
238,l1_sor,7,0,48.983889403096654,8.392883263656454,48.98389510364614,8.392895907053706,1.1217552611498693,0,1,0,,,1.636391,2,,0,0.2064
240,l1_sor,13,0,48.984195500734735,8.392830414670447,48.9841979239747,8.392828536478168,0.30252680373886043,1,1,0,,,2.286613,2,,0,0.1987
241,l1_sor,11,0,48.984418285599375,8.391967499453115,48.98441749248663,8.391965300484427,0.18353552184161806,1,1,8,0|1|2|3|4|6|7|8,2011_10_03_drive_0027_0000003492|2011_10_03_drive_0027_0000003493|2011_10_03_drive_0027_0000003494|2011_10_03_drive_0027_0000003495|2011_10_03_drive_0027_0000003496|2011_10_03_drive_0027_0000003498|2011_10_03_drive_0027_0000003499|2011_10_03_drive_0027_0000003500,6.147149,40,,0,0.3936
242,l1_sor,17,0,48.984474841545605,8.391992628508044,48.98447145420944,8.392011599742577,1.438780680412508,0,1,9,0|1|2|4|5|12|14|15|16,2011_10_03_drive_0027_0000003492|2011_10_03_drive_0027_0000003493|2011_10_03_drive_0027_0000003494|2011_10_03_drive_0027_0000003496|2011_10_03_drive_0027_0000003497|2011_10_03_drive_0027_0000003504|2011_10_03_drive_0027_0000003506|2011_10_03_drive_0027_0000003507|2011_10_03_drive_0027_0000003508,7.341608,22,,0,0.4562
243,l1_sor,20,0,48.98457496988247,8.391717398137418,48.98454775019674,8.39179000357526,6.115975856730286,0,0,10,0|2|3|4|7|9|10|12|15|16,2011_10_03_drive_0027_0000003498|2011_10_03_drive_0027_0000003500|2011_10_03_drive_0027_0000003501|2011_10_03_drive_0027_0000003502|2011_10_03_drive_0027_0000003505|2011_10_03_drive_0027_0000003507|2011_10_03_drive_0027_0000003508|2011_10_03_drive_0027_0000003510|2011_10_03_drive_0027_0000003513|2011_10_03_drive_0027_0000003514,6.842133,17,,0,0.3503
244,l1_sor,6,0,48.985393581335174,8.392689909837854,48.985376395630496,8.392678529891356,2.0848296737846055,0,0,0,,,,199,,1,0.981
245,l1_sor,5,0,48.98556921941315,8.392609997954992,48.98560945376316,8.392550063974124,6.266108883893315,0,0,0,,,,36,,1,0.1812
246,l1_sor,8,0,48.98594737933035,8.39171030370825,48.98599169915983,8.391665775993815,5.9088552729224535,0,0,0,,,2.390971,2,,0,1.076
247,l1_sor,7,0,48.98585876831162,8.3916565803234,48.9858418401114,8.3916190304379,3.331311173112554,0,0,0,,,0.588891,2,,0,0.2179
248,l1_sor,14,0,48.98622023556368,8.390584954412976,48.98621899240635,8.390587866122926,0.25402913025004803,1,1,8,0|1|2|4|10|11|12|13,2011_10_03_drive_0027_0000003834|2011_10_03_drive_0027_0000003835|2011_10_03_drive_0027_0000003837|2011_10_03_drive_0027_0000003839|2011_10_03_drive_0027_0000003845|2011_10_03_drive_0027_0000003846|2011_10_03_drive_0027_0000003847|2011_10_03_drive_0027_0000003848,6.254356,20,,0,2.9404
249,l1_sor,12,0,48.98250053897413,8.390206046832178,48.98249684244867,8.390205621258884,0.4122669376528996,1,1,0,,,2.813372,2,,0,0.5962
250,l1_sor,6,0,48.988321817256356,8.470674925730247,48.988349336094146,8.470690067137578,3.2548196216644043,0,0,0,,,,39,,1,0.3055
251,l1_sor,8,0,48.98803330193209,8.470816254080061,48.988021266590636,8.470810505432391,1.4030164743252884,0,1,0,,,1.539215,2,,0,0.6257
252,l1_sor,9,0,48.9879936919736,8.47087444479101,48.988004151159615,8.470848840255053,2.205616458901375,0,0,0,,,2.165563,2,,0,0.2008
253,l1_sor,8,0,48.98788603962018,8.471365712799242,48.98790219685185,8.471422023946817,4.496048224690851,0,0,5,0|1|2|6|7,2011_10_03_drive_0034_0000000114|2011_10_03_drive_0034_0000000115|2011_10_03_drive_0034_0000000116|2011_10_03_drive_0034_0000000120|2011_10_03_drive_0034_0000000121,4.714356,26,,0,1.8348
254,l1_sor,11,0,48.98702794758035,8.471858794601902,48.98706976925281,8.471858442071653,4.651038312859694,0,0,2,4|8,2011_10_03_drive_0034_0000000207|2011_10_03_drive_0034_0000000211,4.450681,9,,0,0.312
255,l1_sor,10,0,48.98683414991608,8.471783601913769,48.986837202482064,8.471780880395377,0.3935985111560041,1,1,0,,,2.666508,2,,0,0.2271
256,l1_sor,8,0,48.98636316250609,8.47179218505443,48.98636454796219,8.4717919681874,0.1548912982093871,1,1,0,,,1.945694,2,,0,0.1933
257,l1_sor,12,0,48.986208621551135,8.472155179761929,48.986231200663134,8.472098787713664,4.831250691902461,0,0,0,,,4.090702,4,,0,1.0354
258,l1_sor,8,0,48.98621121879793,8.472444073643441,48.98620800232073,8.472429116483433,1.1517015303745108,0,1,1,0,2011_10_03_drive_0034_0000000309,4.181008,9,,0,1.5849
259,l1_sor,7,0,48.98657968517294,8.473624318180894,48.98657230605247,8.473634958895987,1.1313596508676096,0,1,0,,,2.920101,2,,0,0.0981
260,l1_sor,9,0,48.98660868913788,8.474010490773741,48.986580361100316,8.474039564029635,3.801670156503924,0,0,0,,,2.04039,2,,0,0.5032
261,l1_sor,7,0,48.986290794562535,8.474209570323007,48.986289359643706,8.474180104288388,2.1625699421690285,0,0,0,,,0.717411,2,,0,0.6242
262,l1_sor,13,0,48.985917015551344,8.47392281341492,48.98591841940467,8.47391578956203,0.5372759129557451,1,1,4,3|10|11|12,2011_10_03_drive_0034_0000000489|2011_10_03_drive_0034_0000000496|2011_10_03_drive_0034_0000000497|2011_10_03_drive_0034_0000000498,5.239047,12,,0,0.8153
263,l1_sor,13,0,48.98591921676729,8.473925072598627,48.98591938861554,8.47391672034696,0.611620145417817,1,1,4,2|3|11|12,2011_10_03_drive_0034_0000000488|2011_10_03_drive_0034_0000000489|2011_10_03_drive_0034_0000000497|2011_10_03_drive_0034_0000000498,5.106021,10,,0,0.8383
264,l1_sor,11,0,48.988909481024486,8.479009694842457,48.98890486054867,8.479020945760883,0.9706049002153684,1,1,0,,,1.204034,2,,0,0.6082
265,l1_sor,11,0,48.9905631111885,8.479069471178374,48.9905577419066,8.479064848599817,0.6862929402983846,1,1,0,,,1.68477,2,,0,1.0751
266,l1_sor,7,0,48.99246478076003,8.479197587448935,48.992477699249875,8.479200056242423,1.4479760875113559,0,1,0,,,1.252294,2,,0,0.5002
267,l1_sor,13,0,48.992804512293056,8.478917754607544,48.99280226395286,8.478938070066041,1.5076115518935442,0,1,6,0|1|9|10|11|12,2011_10_03_drive_0034_0000001987|2011_10_03_drive_0034_0000001988|2011_10_03_drive_0034_0000001996|2011_10_03_drive_0034_0000001997|2011_10_03_drive_0034_0000001998|2011_10_03_drive_0034_0000001999,5.386311,16,,0,0.4431
268,l1_sor,12,0,48.99318052618496,8.478445093983694,48.9931739367363,8.478443045669518,0.7479841425173913,1,1,1,0,2011_10_03_drive_0034_0000003287,4.285568,4,,0,1.5385
269,l1_sor,13,0,48.9927332052564,8.47888535646725,48.992739243241886,8.47888327459519,0.6885495481760304,1,1,0,,,3.365894,2,,0,0.5171
270,l1_sor,9,0,48.98890475118228,8.479008511483233,48.98891364963121,8.479022940725892,1.4472491683107034,0,1,0,,,1.164418,2,,0,0.2165
271,l1_sor,10,0,48.992473592397545,8.479179564208817,48.992447289786874,8.479204987507055,3.4666797015115547,0,0,0,,,1.135891,2,,0,0.6115
272,l1_sor,10,0,48.99280940978913,8.47892320248099,48.9928052679945,8.478930899122464,0.7276117405415111,1,1,0,,,1.658834,2,,0,0.7837
273,l1_sor,5,0,48.993209541125886,8.478640875206331,48.99322897754497,8.478651728183992,2.302817897240926,0,0,0,,,,31,,1,0.4694
274,l1_sor,17,0,48.94912182630697,8.488692173267356,48.949110515613015,8.488704282180446,1.5391011459874848,0,1,0,,,3.439313,2,,0,0.675
2,l1_sor,8,0,49.01103851368376,8.423308635023513,49.011037071073396,8.423320115507977,0.8550478331058181,1,1,0,,,1.734616,2,,0,1.8329
5,l1_sor,13,0,49.010081969325505,8.440495999500731,49.01007688304265,8.440491464994867,0.6557437769376517,1,1,1,0,2011_09_26_drive_0009_0000000356,3.846818,6,,0,0.2705
6,l1_sor,13,0,49.01003118702681,8.440553284023967,49.0100147464254,8.440544516741815,1.9375947645122018,0,1,5,0|1|2|5|12,2011_09_26_drive_0009_0000000356|2011_09_26_drive_0009_0000000358|2011_09_26_drive_0009_0000000360|2011_09_26_drive_0009_0000000366|2011_09_26_drive_0009_0000000378,5.427581,13,,0,0.4653
8,l1_sor,5,0,49.015634982289896,8.436368085899316,49.015644911477814,8.436373471164432,1.1723870986343763,0,1,0,,,,32,,1,0.2606
11,l1_sor,7,0,49.0159600252251,8.436994048843937,49.01595591093479,8.43700136736818,0.7042298164993294,1,1,0,,,1.913412,2,,0,0.1945
14,l1_sor,7,0,49.01786884527892,8.44063206619105,49.01785539956165,8.440623938592275,1.6091452243340105,0,1,6,0|1|2|4|5|6,2011_09_26_drive_0014_0000000301|2011_09_26_drive_0014_0000000302|2011_09_26_drive_0014_0000000304|2011_09_26_drive_0014_0000000308|2011_09_26_drive_0014_0000000310|2011_09_26_drive_0014_0000000312,4.900117,32,,0,0.3581
19,l1_sor,15,0,49.027339187439466,8.442330005002605,49.027343728325874,8.442331947575047,0.5245952877376341,1,1,1,3,2011_09_26_drive_0019_0000000177,4.60905,6,,0,0.4811
20,l1_sor,10,0,49.04384824486844,8.439852427190896,49.043838749042976,8.439879954256105,2.2726883187790854,0,0,6,0|1|6|7|8|9,2011_09_26_drive_0027_0000000019|2011_09_26_drive_0027_0000000021|2011_09_26_drive_0027_0000000030|2011_09_26_drive_0027_0000000032|2011_09_26_drive_0027_0000000034|2011_09_26_drive_0027_0000000036,5.132873,21,,0,1.102
23,l1_sor,7,0,49.05445617940584,8.42065811004809,49.05445453422075,8.420665562196106,0.5745998157317033,1,1,0,,,2.679539,2,,0,0.0851
32,l1_sor,9,0,49.03855062125526,8.362156931634711,49.03854625747766,8.362165226176078,0.776727249197036,1,1,1,0,2011_09_26_drive_0032_0000000298,2.900216,7,,0,0.1691
33,l1_sor,11,0,49.03856154733034,8.362039632841313,49.038566166565786,8.362036233393518,0.5706778447125291,1,1,0,,,2.45303,2,,0,0.194
35,l1_sor,9,0,49.025409164957814,8.356837223991356,49.02537878967242,8.356842397926673,3.399169412241529,0,0,0,,,1.713379,2,,0,0.1261
38,l1_sor,12,0,49.03439210246896,8.34564048919929,49.03438223975438,8.345635658854677,1.1523027465500182,0,1,4,0|3|6|9,2011_09_26_drive_0039_0000000366|2011_09_26_drive_0039_0000000369|2011_09_26_drive_0039_0000000372|2011_09_26_drive_0039_0000000375,4.959057,11,,0,1.0181
44,l1_sor,8,0,48.95908078446464,8.405821129371061,48.959083364278186,8.405814685902351,0.5522394628590414,1,1,0,,,1.251198,2,,0,0.3944
53,l1_sor,9,0,48.94221823413907,8.412295908202951,48.94220583585307,8.412314127685113,1.9189806391734894,0,1,0,,,1.058835,2,,0,0.195
56,l1_sor,12,0,48.94239361607407,8.416901077110264,48.94239292783471,8.416891748480772,0.6876521720504213,1,1,0,,,3.029127,3,,0,0.6091
59,l1_sor,8,0,48.94770733160192,8.412716913025205,48.94770582815457,8.412733825391701,1.2500352174693368,0,1,0,,,0.921749,2,,0,0.2595
65,l1_sor,6,0,48.99838116262123,8.477669271426324,48.99834128452844,8.477633451315699,5.15149799023772,0,0,0,,,,199,,1,0.9103
77,l1_sor,10,0,48.994397102616375,8.465135462044447,48.994390442128264,8.465154540083633,1.5804536435389833,0,1,2,0|4,2011_09_26_drive_0096_0000000250|2011_09_26_drive_0096_0000000254,3.622833,9,,0,0.2975
78,l1_sor,11,0,48.99535951992752,8.463318529163585,48.99536012342924,8.46331202433905,0.4807220349567857,1,1,0,,,2.818048,3,,0,0.1468
79,l1_sor,11,0,48.99559541097498,8.463207136375175,48.995575698017944,8.463214307250613,2.254199954362648,0,0,4,0|1|2|10,2011_09_26_drive_0096_0000000432|2011_09_26_drive_0096_0000000434|2011_09_26_drive_0096_0000000436|2011_09_26_drive_0096_0000000452,5.528682,11,,0,0.308
80,l1_sor,6,0,49.00180403222229,8.457229510425684,49.0018104657241,8.457234669743995,0.8089519777670295,1,1,0,,,,180,,1,0.8548
83,l1_sor,8,0,49.00326642625156,8.448419587217616,49.00327443284273,8.448418844958121,0.8920661089462637,1,1,3,0|1|2,2011_09_26_drive_0101_0000000650|2011_09_26_drive_0101_0000000651|2011_09_26_drive_0101_0000000652,4.471275,15,,0,1.0365
